GSE,GSM,tissue,type,platform,species,studyid
GSE100542,GSM2686206,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE100542,GSM2686207,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE100542,GSM2686212,Liver,Organoid,RNA-Seq,mus_musculus,Ods000012
GSE100542,GSM2686213,Liver,Organoid,RNA-Seq,mus_musculus,Ods000013
GSE100542,GSM2686208,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE100542,GSM2686209,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE100542,GSM2686210,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE100542,GSM2686211,Liver,Tissue,RNA-Seq,mus_musculus,NA
GSE102335,GSM2734882,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000100
GSE102335,GSM2734889,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000104
GSE102335,GSM2734890,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000105
GSE102335,GSM2734883,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000101
GSE102335,GSM2734884,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000102
GSE102335,GSM2734885,Brain,Organoid,RNA-Seq,homo_sapiens,Ods000103
GSE106510,GSM2839412,Intestine,Organoid,scRNA-Seq(10X),mus_musculus,Ods000333
GSE106510,GSM2839413,Intestine,Organoid,scRNA-Seq(10X),mus_musculus,Ods000334
GSE106510,GSM2839414,Intestine,Organoid,scRNA-Seq(10X),mus_musculus,Ods000335
GSE106510,GSM2839415,Intestine,Organoid,scRNA-Seq(10X),mus_musculus,Ods000336
GSE106821,GSM2854812,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000350
GSE106821,GSM2854813,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000351
GSE106821,GSM2854814,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000352
GSE106821,GSM2854818,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000356
GSE106821,GSM2854819,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000357
GSE106821,GSM2854820,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000358
GSE106872,GSM4023873,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,NA
GSE108116,GSM3398394,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000456
GSE108116,GSM3398395,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods000457
GSE108351,GSM2895835,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000462
GSE108351,GSM2895840,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000466
GSE108351,GSM2895836,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000463
GSE108351,GSM2895841,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000467
GSE108351,GSM2895837,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000464
GSE108351,GSM2895842,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000468
GSE108351,GSM2895838,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000465
GSE108351,GSM2895843,Kidney,Organoid,RNA-Seq,homo_sapiens,Ods000469
GSE108854,GSM2915026,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915027,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915028,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915029,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915020,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000488
GSE108854,GSM2915021,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000489
GSE108854,GSM2915022,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000490
GSE108854,GSM2915030,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915031,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915032,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915033,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915034,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915035,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915036,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915037,Pancreas,Tissue,RNA-Seq,homo_sapiens,NA
GSE108854,GSM2915023,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000491
GSE108854,GSM2915024,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000492
GSE108854,GSM2915025,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods000493
GSE117345,GSM3291524,Intestine,Organoid,RNA-Seq,homo_sapiens,Ods001241
GSE117345,GSM3291525,Intestine,Organoid,RNA-Seq,homo_sapiens,Ods001242
GSE117345,GSM3291526,Intestine,Organoid,RNA-Seq,homo_sapiens,Ods001243
GSE117469,GSM3301489,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001253
GSE117469,GSM3301490,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001254
GSE117469,GSM3301491,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001255
GSE117469,GSM3301492,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001256
GSE117469,GSM3301493,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001257
GSE117469,GSM3301494,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods001258
GSE120145,GSM3394856,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001686
GSE120145,GSM3394857,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001687
GSE120145,GSM3394862,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001692
GSE120145,GSM3394858,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001688
GSE120145,GSM3394860,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001690
GSE120145,GSM3394863,Liver,Organoid,RNA-Seq,homo_sapiens,Ods001693
GSE122729,GSM3484253,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001740
GSE122729,GSM3484254,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001741
GSE122729,GSM3484255,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001742
GSE122729,GSM3484256,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001743
GSE122729,GSM3484257,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001744
GSE122729,GSM3484258,Brain,Organoid,RNA-Seq,homo_sapiens,Ods001745
GSE123133,GSM3496226,Bile duct,Tissue,RNA-Seq,mus_musculus,NA
GSE123133,GSM3496229,Bile duct,Tissue,RNA-Seq,mus_musculus,NA
GSE123133,GSM3496223,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods002197
GSE123133,GSM3496224,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods002198
GSE123133,GSM3496225,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods002199
GSE123498,GSM3505556,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002203
GSE123498,GSM3505562,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002209
GSE123498,GSM3505568,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002215
GSE123498,GSM3505553,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002200
GSE123498,GSM3505559,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002206
GSE123498,GSM3505565,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002212
GSE123498,GSM3505557,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002204
GSE123498,GSM3505563,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002210
GSE123498,GSM3505569,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002216
GSE123498,GSM3505554,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002201
GSE123498,GSM3505560,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002207
GSE123498,GSM3505566,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002213
GSE123498,GSM3505558,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002205
GSE123498,GSM3505564,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002211
GSE123498,GSM3505570,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002217
GSE123498,GSM3505555,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002202
GSE123498,GSM3505561,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002208
GSE123498,GSM3505567,Liver,Organoid,RNA-Seq,homo_sapiens,Ods002214
GSE124472,GSM3534656,Kidney,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE124472,GSM3534657,Kidney,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE124472,GSM3534658,Kidney,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE124472,GSM3534659,Kidney,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE124472,GSM3534660,Kidney,Organoid,scRNA-Seq(10X),homo_sapiens,Ods004416
GSE124472,GSM3534661,Kidney,Organoid,scRNA-Seq(10X),homo_sapiens,Ods004417
GSE124472,GSM3534662,Kidney,Organoid,scRNA-Seq(10X),homo_sapiens,Ods004418
GSE124472,GSM3534663,Kidney,Organoid,scRNA-Seq(10X),homo_sapiens,Ods004419
GSE124569,GSM3526396,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526398,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526400,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526403,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526406,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526408,Retina,Tissue,RNA-Seq,homo_sapiens,NA
GSE124569,GSM3526402,Retina,Organoid,RNA-Seq,homo_sapiens,Ods004422
GSE124569,GSM3526405,Retina,Organoid,RNA-Seq,homo_sapiens,Ods004423
GSE124569,GSM3526407,Retina,Organoid,RNA-Seq,homo_sapiens,Ods004424
GSE124569,GSM3526409,Retina,Organoid,RNA-Seq,homo_sapiens,Ods004425
GSE124569,GSM3526410,Retina,Organoid,RNA-Seq,homo_sapiens,Ods004426
GSE127556,GSM3635485,Small Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE127556,GSM3635486,Small Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE127556,GSM3635487,Small Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE127556,GSM3635488,Small Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE127556,GSM3636069,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods004570
GSE127556,GSM3636070,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods004571
GSE127556,GSM3636071,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods004572
GSE128717,GSM3683649,Liver,Organoid,RNA-Seq,homo_sapiens,Ods004779
GSE128717,GSM3683650,Liver,Organoid,RNA-Seq,homo_sapiens,Ods004780
GSE128717,GSM3683651,Liver,Tissue,RNA-Seq,homo_sapiens,NA
GSE128717,GSM3683652,Liver,Tissue,RNA-Seq,homo_sapiens,NA
GSE130318,GSM3735994,Prostate,Organoid,scRNA-Seq(10X),homo_sapiens,NA
GSE131380,GSM3772927,Prostate,Organoid,RNA-Seq,homo_sapiens,NA
GSE131380,GSM3772928,Prostate,Organoid,RNA-Seq,homo_sapiens,Ods005051
GSE131380,GSM3772929,Prostate,Organoid,RNA-Seq,homo_sapiens,Ods005052
GSE131380,GSM3772930,Prostate,Organoid,RNA-Seq,homo_sapiens,Ods005053
GSE131380,GSM3772931,Prostate,Organoid,RNA-Seq,homo_sapiens,Ods005054
GSE131845,GSM3822119,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822120,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822121,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822129,Prostate,Organoid,RNA-Seq,mus_musculus,Ods005106
GSE131845,GSM3822130,Prostate,Organoid,RNA-Seq,mus_musculus,Ods005107
GSE131845,GSM3822124,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822125,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822126,Prostate,Tissue,RNA-Seq,mus_musculus,NA
GSE131845,GSM3822135,Prostate,Organoid,RNA-Seq,mus_musculus,Ods005112
GSE131845,GSM3822136,Prostate,Organoid,RNA-Seq,mus_musculus,Ods005113
GSE133087,GSM3899611,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005262
GSE133087,GSM3899612,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005263
GSE133087,GSM3899616,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005267
GSE133087,GSM3899617,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005268
GSE133087,GSM3899618,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005269
GSE133087,GSM3899622,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005273
GSE133087,GSM3899623,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005274
GSE133087,GSM3899624,Pancreas,Organoid,RNA-Seq,homo_sapiens,Ods005275
GSE136929,GSM5468110,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005542
GSE136929,GSM5468111,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005543
GSE136929,GSM5468112,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005544
GSE136929,GSM5468116,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005548
GSE136929,GSM5468117,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005549
GSE136929,GSM5468118,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005550
GSE136929,GSM5468122,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005554
GSE136929,GSM5468123,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005555
GSE136929,GSM5468124,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005556
GSE136929,GSM5468133,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005565
GSE136929,GSM5468134,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005566
GSE136929,GSM5468135,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005567
GSE136929,GSM5468144,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005576
GSE136929,GSM5468145,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005577
GSE136929,GSM5468146,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005578
GSE136929,GSM5468158,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005590
GSE136929,GSM5468159,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005591
GSE136929,GSM5468172,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005604
GSE136929,GSM5468173,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005605
GSE136929,GSM5468174,Retina,Organoid,RNA-Seq,homo_sapiens,Ods005606
GSE139101,GSM4130985,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005717
GSE139101,GSM4130986,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005718
GSE139101,GSM4130987,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005719
GSE139101,GSM4130988,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005720
GSE139101,GSM4130989,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005721
GSE139101,GSM4130990,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005722
GSE139101,GSM4130991,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005723
GSE139101,GSM4130992,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005724
GSE139101,GSM4130993,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005725
GSE139101,GSM4130994,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005726
GSE139101,GSM4130995,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005727
GSE139101,GSM4130996,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005728
GSE139101,GSM4130997,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005729
GSE139101,GSM4130998,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005730
GSE139101,GSM4130999,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005731
GSE139101,GSM4131000,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005732
GSE139101,GSM4131001,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005733
GSE139101,GSM4131002,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005734
GSE139101,GSM4131003,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005735
GSE139101,GSM4131004,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005736
GSE139101,GSM4131005,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005737
GSE139101,GSM4131006,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005738
GSE139101,GSM4131007,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005739
GSE139101,GSM4131008,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005740
GSE139101,GSM4131009,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005741
GSE139101,GSM4131010,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005742
GSE139101,GSM4131011,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005743
GSE139101,GSM4131012,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005744
GSE139101,GSM4131013,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005745
GSE139101,GSM4131014,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005746
GSE139101,GSM4131015,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005747
GSE139101,GSM4131016,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005748
GSE139101,GSM4131017,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005749
GSE139101,GSM4131018,Brain,Organoid,RNA-Seq,homo_sapiens,Ods005750
GSE140703,GSM4182269,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods006183
GSE140703,GSM4182271,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods006185
GSE140703,GSM4182273,Small Intestine,Organoid,RNA-Seq,mus_musculus,Ods006187
GSE140843,GSM4188826,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006189
GSE140843,GSM4188827,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006190
GSE140843,GSM4188828,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006191
GSE140843,GSM4188829,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006192
GSE140843,GSM4188830,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006193
GSE140843,GSM4188831,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006194
GSE140843,GSM4188832,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006195
GSE140843,GSM4188833,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006196
GSE140843,GSM4188834,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006197
GSE140843,GSM4188835,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006198
GSE140843,GSM4188836,Cerebral cortex,Organoid,RNA-Seq,homo_sapiens,Ods006199
GSE142166,GSM4221904,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE142166,GSM4221907,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE142166,GSM4221910,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE142166,GSM4221913,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE142166,GSM4221897,Intestine,Organoid,RNA-Seq,mus_musculus,Ods006480
GSE142166,GSM4221900,Intestine,Organoid,RNA-Seq,mus_musculus,Ods006483
GSE142166,GSM4221903,Intestine,Organoid,RNA-Seq,mus_musculus,Ods006486
GSE142505,GSM4230637,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006587
GSE142505,GSM4230638,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006588
GSE142505,GSM4230639,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006589
GSE142505,GSM4230641,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006591
GSE142505,GSM4230642,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006592
GSE142505,GSM4230643,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006593
GSE142505,GSM4230644,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006594
GSE142505,GSM4230645,Midbrain,Organoid,RNA-Seq,homo_sapiens,Ods006595
GSE142526,GSM4231316,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231317,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231318,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231319,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231320,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231321,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231322,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231323,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231324,Retina,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE142526,GSM4231309,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006596
GSE142526,GSM4231310,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006597
GSE142526,GSM4231311,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006598
GSE142526,GSM4231312,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006599
GSE142526,GSM4231313,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006600
GSE142526,GSM4231314,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006601
GSE142526,GSM4231315,Retina,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006602
GSE144062,GSM4278957,Midbrain,Organoid,scRNA-Seq(10X),homo_sapiens,NA
GSE144192,GSM4317754,Brain,Organoid,RNA-Seq,homo_sapiens,Ods006729
GSE144192,GSM4317755,Brain,Organoid,RNA-Seq,homo_sapiens,Ods006730
GSE144192,GSM4317756,Brain,Organoid,RNA-Seq,homo_sapiens,Ods006731
GSE146878,GSM4473295,Brain,Tissue,RNA-Seq,homo_sapiens,NA
GSE146878,GSM4473296,Brain,Tissue,RNA-Seq,homo_sapiens,NA
GSE146878,GSM4989038,Brain,Organoid,RNA-Seq,homo_sapiens,Ods007519
GSE146878,GSM4989039,Brain,Organoid,RNA-Seq,homo_sapiens,Ods007520
GSE148695,GSM4476760,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM4476764,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM4476768,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM5100840,Colon,Organoid,RNA-Seq,mus_musculus,Ods007713
GSE148695,GSM5100841,Colon,Organoid,RNA-Seq,mus_musculus,Ods007714
GSE148695,GSM5100842,Colon,Organoid,RNA-Seq,mus_musculus,Ods007715
GSE148695,GSM5100852,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM5100853,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM5100854,Colon,Tissue,RNA-Seq,mus_musculus,NA
GSE148695,GSM5453662,Colon,Organoid,RNA-Seq,mus_musculus,Ods007728
GSE148695,GSM5453663,Colon,Organoid,RNA-Seq,mus_musculus,Ods007729
GSE148695,GSM5453664,Colon,Organoid,RNA-Seq,mus_musculus,Ods007730
GSE150068,GSM4522986,Lung,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE150068,GSM4522987,Lung,Organoid,scRNA-Seq(10X),homo_sapiens,NA
GSE150068,GSM4522988,Lung,Organoid,scRNA-Seq(10X),homo_sapiens,NA
GSE150068,GSM4522989,Lung,Organoid,scRNA-Seq(10X),homo_sapiens,NA
GSE151047,GSM5121251,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE151047,GSM5121259,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE151047,GSM5121267,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE151047,GSM5121276,Intestine,Tissue,RNA-Seq,mus_musculus,NA
GSE151047,GSM4565325,Intestine,Organoid,RNA-Seq,mus_musculus,Ods008020
GSE151047,GSM4565333,Intestine,Organoid,RNA-Seq,mus_musculus,Ods008028
GSE151047,GSM4565337,Intestine,Organoid,RNA-Seq,mus_musculus,Ods008032
GSE151047,GSM4565344,Intestine,Organoid,RNA-Seq,mus_musculus,Ods008039
GSE151047,GSM4565351,Intestine,Organoid,RNA-Seq,mus_musculus,Ods008046
GSE153698,GSM4649280,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649281,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649282,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649283,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649284,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649285,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649286,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
GSE153698,GSM4649287,Stomach,Tissue,RNA-Seq,homo_sapiens,NA
